Messaging type: Chat Room
Messaging account: 2ndteamsqa.mailinator.com@bria-x403328.bria-x.net
Create time: 2021-02-02 16:02:11
Recipient(s): 1stteamsqa.mailinator.com@bria-x403328.bria-x.net;3rdteamsqa.mailinator.com@bria-x403328.bria-x.net;4thteamsqa.mailinator.com@bria-x403328.bria-x.net;5thteamsqa.mailinator.com@bria-x403328.bria-x.net;


sender,date,message
5thteamsqa.mailinator.com,2021-02-03 11:32:26,"On 18 January 2021, the government won the vote of confidence in the Chamber of Deputies with 321 votes in favour, 259 against and 27 abstentions.[24][25] On the following day the government won a vote of confidence in the Senate with 156 votes in favor, 140 against and 16 abstentions;[26][27] however, the cabinet was not able to reach the absolute majority in the house.[28]"
5thteamsqa.mailinator.com,2021-02-03 11:32:26,"On 18 January 2021, the government won the vote of confidence in the Chamber of Deputies with 321 votes in favour, 259 against and 27 abstentions.[24][25] On the following day the government won a vote of confidence in the Senate with 156 votes in favor, 140 against and 16 abstentions;[26][27] however, the cabinet was not able to reach the absolute majority in the house.[28]"
5thteamsqa.mailinator.com,2021-02-03 11:32:35,"On 26 January, after a few days of inconclusive negotiations with centrist and independent senators to regain an absolute majority in the Senate, Conte resigned as Prime Minister.[29][30][31] On the following day, a new parliamentary group, known as Europeanists, was formed in the Senate in support of Conte."
5thteamsqa.mailinator.com,2021-02-03 11:32:35,"On 26 January, after a few days of inconclusive negotiations with centrist and independent senators to regain an absolute majority in the Senate, Conte resigned as Prime Minister.[29][30][31] On the following day, a new parliamentary group, known as Europeanists, was formed in the Senate in support of Conte."
Me,2021-02-03 13:35:27,"My fugitive beetle-sword was stuck in a tree nearly twenty yards away, with traces of blood on and around it. Splintered branches and shredded leaves littered the area, but there were no signs of life—or death—anywhere. I yanked it out, apologized to anything I may have harmed in Dominaria Forest, and ran back to the lake's edge."
Me,2021-02-03 13:35:27,"My fugitive beetle-sword was stuck in a tree nearly twenty yards away, with traces of blood on and around it. Splintered branches and shredded leaves littered the area, but there were no signs of life—or death—anywhere. I yanked it out, apologized to anything I may have harmed in Dominaria Forest, and ran back to the lake's edge."
3rdteamsqa.mailinator.com,2021-02-03 13:37:20,"I entered a room with 9 sets of chairs that were set out to make a circle. On each one of them sat a person with a signs in front of them with number that went from 10 – 90.

It seemed like I was the last person to come."
3rdteamsqa.mailinator.com,2021-02-03 13:37:20,"I entered a room with 9 sets of chairs that were set out to make a circle. On each one of them sat a person with a signs in front of them with number that went from 10 – 90.

It seemed like I was the last person to come."
3rdteamsqa.mailinator.com,2021-02-03 13:37:27,"They all looked at me as I went down to take my seat in the number ten chair.

The man with the 40 number started off the meeting with complaining, shouting and starting angrily saying a lot of words that I didn’t understand."
3rdteamsqa.mailinator.com,2021-02-03 13:37:27,"They all looked at me as I went down to take my seat in the number ten chair.

The man with the 40 number started off the meeting with complaining, shouting and starting angrily saying a lot of words that I didn’t understand."
3rdteamsqa.mailinator.com,2021-02-03 13:37:38,"He seemed to be especially angry at 30. They both started arguing and 30 ended up leaving."
3rdteamsqa.mailinator.com,2021-02-03 13:37:38,"He seemed to be especially angry at 30. They both started arguing and 30 ended up leaving."
5thteamsqa.mailinator.com,2021-02-03 13:38:17,"He patted my head and said as he started coughing: “You are a good boy, Isaac. Do what you wish with your life, for it is the only one you have.”"
5thteamsqa.mailinator.com,2021-02-03 13:38:17,"He patted my head and said as he started coughing: “You are a good boy, Isaac. Do what you wish with your life, for it is the only one you have.”"
5thteamsqa.mailinator.com,2021-02-03 13:38:29,"“I want to go play pokemon on my Gameboy.” He looked back at me and smile."
5thteamsqa.mailinator.com,2021-02-03 13:38:29,"“I want to go play pokemon on my Gameboy.” He looked back at me and smile."
5thteamsqa.mailinator.com,2021-02-03 13:38:37,"☺🐺🐬🐋🐫🐫"
5thteamsqa.mailinator.com,2021-02-03 13:38:37,"☺🐺🐬🐋🐫🐫"
1stteamsqa.mailinator.com,2021-02-03 13:39:46,"I entered the room, actually more like dragged into if I were to be honest. As my final exams was only days away and I was already behind on my study material."
1stteamsqa.mailinator.com,2021-02-03 13:39:46,"I entered the room, actually more like dragged into if I were to be honest. As my final exams was only days away and I was already behind on my study material."
1stteamsqa.mailinator.com,2021-02-03 13:39:56,"I could hear 40 giggling to himself as he was staring at 30 without even blinking once.

“Look at you. All lively, feeling like you are at the top of the world.” 40 said to 30."
1stteamsqa.mailinator.com,2021-02-03 13:39:56,"I could hear 40 giggling to himself as he was staring at 30 without even blinking once.

“Look at you. All lively, feeling like you are at the top of the world.” 40 said to 30."
1stteamsqa.mailinator.com,2021-02-03 13:40:04,"“Well, that was a waste of my time.” I said as I stood up. “I don’t see the point of these meetings, it is not productive even in the slightest. I have better things to do.”"
1stteamsqa.mailinator.com,2021-02-03 13:40:04,"“Well, that was a waste of my time.” I said as I stood up. “I don’t see the point of these meetings, it is not productive even in the slightest. I have better things to do.”"
1stteamsqa.mailinator.com,2021-02-03 13:40:39,"I have been newly wed to an old colleague of mine from high school. Margret, my one and only true love. https://www.goodreads.com/"
1stteamsqa.mailinator.com,2021-02-03 13:40:39,"I have been newly wed to an old colleague of mine from high school. Margret, my one and only true love. https://www.goodreads.com/"
Me,2021-02-03 13:41:07,"So I quietly sat down and decided to wait for everyone else to come."
Me,2021-02-03 13:41:07,"So I quietly sat down and decided to wait for everyone else to come."
Me,2021-02-03 13:41:20,"While I was waiting, I tried to recall my memories of the meeting 10 years ago, but I was too worried about exams at the time. So most of it was mixed in with stuff I had exams on."
Me,2021-02-03 13:41:20,"While I was waiting, I tried to recall my memories of the meeting 10 years ago, but I was too worried about exams at the time. So most of it was mixed in with stuff I had exams on."
Me,2021-02-04 10:56:01,"He was the type of guy who liked Christmas lights on his house in the middle of July."
