Messaging type: Chat Room
Messaging account: 2ndteamsqa.mailinator.com@bria-x403328.bria-x.net
Create time: 2021-02-03 11:22:53
Recipient(s): 1stteamsqa.mailinator.com@bria-x403328.bria-x.net;6thteamsqa.mailinator.com@bria-x403328.bria-x.net;7thteamsqa.mailinator.com@bria-x403328.bria-x.net;8thteamsqa.mailinator.com@bria-x403328.bria-x.net;9thteamsqa.mailinator.com@bria-x403328.bria-x.net;


sender,date,message
Me,2021-02-03 13:42:10,"One moment, I was sitting in my room watching Youtube; the next, I was standing next to a massive banquet table in a circular room with nine other kids my age, looking just as confused as I was."
8thteamsqa.mailinator.com,2021-02-03 13:42:53,"I never paid much attention to the whole idea of the odds of something being "a million to one." Being an assassin usually meant taking the odds by the throat and forcing them to be in your favor, but nothing could have prepared me for this."
8thteamsqa.mailinator.com,2021-02-03 13:42:53,"I never paid much attention to the whole idea of the odds of something being "a million to one." Being an assassin usually meant taking the odds by the throat and forcing them to be in your favor, but nothing could have prepared me for this."
Me,2021-02-03 13:43:15,"One boy wearing glasses slowly walked over to the banquet table. We all watched him nervously as he picked up a plate that contained several slices of steak and began eating from it."
Me,2021-02-03 13:43:15,"One boy wearing glasses slowly walked over to the banquet table. We all watched him nervously as he picked up a plate that contained several slices of steak and began eating from it."
6thteamsqa.mailinator.com,2021-02-03 13:43:52,"I stood on the doorstep in an itchy polo shirt and khakis, already regretting not grabbing an undershirt as I rushed out the door. Somehow crawling through cramped ventilation shafts couldn't even come close to the amount of discomfort the accursed shirt gave me."
6thteamsqa.mailinator.com,2021-02-03 13:43:52,"I stood on the doorstep in an itchy polo shirt and khakis, already regretting not grabbing an undershirt as I rushed out the door. Somehow crawling through cramped ventilation shafts couldn't even come close to the amount of discomfort the accursed shirt gave me."
7thteamsqa.mailinator.com,2021-02-03 13:44:29,"Crystal’s arm was wrapped around my waist, quite possibly the only thing that kept me from walking straight back out the door. “Mom, Dad, this is Samuel." I gave a sheepish wave and did my best to smile through my unease."
7thteamsqa.mailinator.com,2021-02-03 13:44:29,"Crystal’s arm was wrapped around my waist, quite possibly the only thing that kept me from walking straight back out the door. “Mom, Dad, this is Samuel." I gave a sheepish wave and did my best to smile through my unease."
8thteamsqa.mailinator.com,2021-02-03 13:45:28,"It is a phenomenon known for millennia, that to end another's life would extend the span of yours by their remaining natural years. It was because of this that in our otherwise civilised and ordered society occurred an abhorrent level of murder."
8thteamsqa.mailinator.com,2021-02-03 13:45:28,"It is a phenomenon known for millennia, that to end another's life would extend the span of yours by their remaining natural years. It was because of this that in our otherwise civilised and ordered society occurred an abhorrent level of murder."
9thteamsqa.mailinator.com,2021-02-03 13:46:27,""Breaking News: Archaeologists have this morning uncovered a sealed tomb that is believed to hold a sentient human male. Analysis of the rock and soil suggests the area has been in tact for between 2550 and 2750 years. Stay tuned for live updates""
9thteamsqa.mailinator.com,2021-02-03 13:46:27,""Breaking News: Archaeologists have this morning uncovered a sealed tomb that is believed to hold a sentient human male. Analysis of the rock and soil suggests the area has been in tact for between 2550 and 2750 years. Stay tuned for live updates""
1stteamsqa.mailinator.com,2021-02-03 13:47:24,"He slowly descended from the air until his feet touched the ground. He pulled out a red book from his jacket pocket and handed it over to me. “Only you will be able to read this."
1stteamsqa.mailinator.com,2021-02-03 13:47:24,"He slowly descended from the air until his feet touched the ground. He pulled out a red book from his jacket pocket and handed it over to me. “Only you will be able to read this."
1stteamsqa.mailinator.com,2021-02-03 13:47:36,"I woke up, startled, in my chair. My first thought was that I must have fallen asleep at my desk and dreamed the whole thing. I certainly wasn’t feeling nauseous anymore."
1stteamsqa.mailinator.com,2021-02-03 13:47:36,"I woke up, startled, in my chair. My first thought was that I must have fallen asleep at my desk and dreamed the whole thing. I certainly wasn’t feeling nauseous anymore."
Me,2021-02-03 13:48:16,"The first thing I noticed about the book was that it was very old. Which makes sense if it belonged to that boy that claimed to be over five centuries old."
Me,2021-02-03 13:48:16,"The first thing I noticed about the book was that it was very old. Which makes sense if it belonged to that boy that claimed to be over five centuries old."
Me,2021-02-03 13:48:26,"The pages were yellowed and close to falling out of their bindings, the ink was fading away in multiple areas and even the cover was crumbling away at the edges. The second thing I noticed was that I couldn’t take photos of it."
Me,2021-02-03 13:48:26,"The pages were yellowed and close to falling out of their bindings, the ink was fading away in multiple areas and even the cover was crumbling away at the edges. The second thing I noticed was that I couldn’t take photos of it."
1stteamsqa.mailinator.com,2021-02-04 09:52:11,"There was coal in his stocking and he was thrilled."
1stteamsqa.mailinator.com,2021-02-04 09:52:11,"There was coal in his stocking and he was thrilled."
Me,2021-02-04 12:27:32,"To create notifications we have to import the win10toast module"
